page,node_id,path,characters,font_family,font_weight,font_size,color
🔵 UI_Phase 1,I3043:8310;2445:2794;2445:2775,SDK/Desk_SDK/Frame 2147224760/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I3043:8310;2445:2801;2445:2775,SDK/Desk_SDK/Frame 2147224760/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I3043:8310;2531:6521;2531:6497,SDK/Desk_SDK/Frame 2147224760/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:8310;3139:11474;3139:11623;107:1496,SDK/Desk_SDK/Frame 2147224760/Frame 2147224758/List (Left Item)/Left Content/Avatar/A,V,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:8310;3139:11474;3139:11619,SDK/Desk_SDK/Frame 2147224760/Frame 2147224758/List (Left Item)/Left Content/Title,Ngôn ngữ,Inter,600,14.0,#131927
🔵 UI_Phase 1,3043:8413,"SDK/Desk_SDK/Hero/Blog/Text/Frame 2147224778/SDK được xây dựng riêng, dành riêng cho nền tảng của bạn","SDK được xây dựng riêng, dành riêng cho nền tảng của bạn",Bai Jamjuree,600,48.0,#0095FF
🔵 UI_Phase 1,3043:8414,"SDK/Desk_SDK/Hero/Blog/Text/Frame 2147224778/Chúng tôi xây dựng bộ SDK riêng cho từng khách hàng để kết nối nền tảng của bạn với Ad Server. SDK được tuỳ chỉnh hoàn toàn theo nhu cầu, hỗ trợ phân phối quảng cáo, theo dõi và đo lường hiệu quả trên tất cả sản phẩm của bạn.","Chúng tôi  xây dựng bộ SDK riêng cho từng khách hàng để kết nối nền tảng của bạn với Ad Server. SDK được tuỳ chỉnh hoàn toàn theo nhu cầu, hỗ trợ phân  phối quảng cáo, theo dõi và đo lường hiệu quả trên tất cả sản phẩm của bạn.",Bai Jamjuree,600,24.0,#D2D5DB
🔵 UI_Phase 1,I3043:8417;36:691,SDK/Desk_SDK/Hero/Blog/Text/Frame 2147224768/Button/Text/Button,Tư vấn,Inter,600,18.0,#4E61F6
🔵 UI_Phase 1,3055:11351,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.init({,WiiAds.init({,JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11352,"SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/appId: ""YOUR_APP_ID"",","appId: ""YOUR_APP_ID"",",JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11353,"SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/adUnitId: ""YOUR_AD_UNIT_ID"",","adUnitId: ""YOUR_AD_UNIT_ID"",",JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11354,"SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/environment: ""production""","environment: ""production""",JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11355,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/});,});,JetBrains Mono,400,14.246013641357422,#E2E8F0
🔵 UI_Phase 1,3055:11357,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.loadAd(adUnitId);,WiiAds.loadAd(adUnitId);,JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11359,"SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.showAd(adUnitId, {","WiiAds.showAd(adUnitId, {",JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11360,"SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdShow: () => {},","onAdShow: () => {},",JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11361,"SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdClick: () => {},","onAdClick: () => {},",JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11362,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdClosed: () => {},onAdClosed: () => {},JetBrains Mono,400,14.246013641357422,#000000
🔵 UI_Phase 1,3055:11363,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/});,});,JetBrains Mono,400,14.246013641357422,#E2E8F0
🔵 UI_Phase 1,3055:11415,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/SDK_Floating_Badge/SDK,SDK,Instrument Sans,700,17.533554077148438,#FFFFFF
🔵 UI_Phase 1,3055:11371,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/WiiAds_Server_Card/Logo_Row/WIIADS,WIIADS,Instrument Sans,700,28.492027282714844,#000000
🔵 UI_Phase 1,3055:11372,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/WiiAds_Server_Card/AD SERVER,AD SERVER,Instrument Sans,700,13.150166511535645,#1E293B
🔵 UI_Phase 1,3055:11378,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_Web/Web,Web,Inter,600,12.0,#1E293B
🔵 UI_Phase 1,3055:11383,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_App/Android IOS,Android\nIOS,Inter,600,12.0,#1E293B
🔵 UI_Phase 1,3055:11388,SDK/Desk_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_Tv/Smart TV/TVbox,Smart TV/TVbox,Inter,600,12.0,#1E293B
🔵 UI_Phase 1,I3055:10205;2626:10320,SDK/Desk_SDK/Cover/Frame 1557/Frame 48095697/Frame 2147224784/Sample text,Được thiết kế riêng cho bạn,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10205;2626:10321,"SDK/Desk_SDK/Cover/Frame 1557/Frame 48095697/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .","Phát triển phù hợp với nền tảng, sản phẩm và trải nghiệm của khách hàng",Inter,400,14.0,#131927
🔵 UI_Phase 1,I3055:10206;2626:10320,SDK/Desk_SDK/Cover/Frame 1557/Frame 48095698/Frame 2147224784/Sample text,Tích hợp dễ dàng,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10206;2626:10321,"SDK/Desk_SDK/Cover/Frame 1557/Frame 48095698/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .",Dễ dàng tích hợp vào ứng dụng hoặc website với nỗ lực phát triển tối thiểu,Inter,400,14.0,#131927
🔵 UI_Phase 1,I3055:10207;2626:10320,SDK/Desk_SDK/Cover/Frame 1557/Frame 48095699/Frame 2147224784/Sample text,Đo lường chính xác,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10207;2626:10321,"SDK/Desk_SDK/Cover/Frame 1557/Frame 48095699/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .",Thu thập dữ liệu tin cậy và đầy đủ để tối ưu hiệu quả quảng cáo,Inter,400,14.0,#131927
🔵 UI_Phase 1,I3055:10208;2626:10320,SDK/Desk_SDK/Cover/Frame 1557/Frame 48095700/Frame 2147224784/Sample text,Bảo mật & ổn định,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10208;2626:10321,"SDK/Desk_SDK/Cover/Frame 1557/Frame 48095700/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .","Bảo mật cấp doanh nghiệp và hiệu năng ổn định, khả năng mở rộng theo quy mô",Inter,400,14.0,#131927
🔵 UI_Phase 1,I3043:8338;2531:9822,SDK/Desk_SDK/Footer Desk/Frame 2087326388/Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:9826;2445:2775,SDK/Desk_SDK/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:9827;2445:2775,SDK/Desk_SDK/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:9828;2445:2775,SDK/Desk_SDK/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:9829;2531:6497,SDK/Desk_SDK/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:9831,SDK/Desk_SDK/Footer Desk/Frame 5/Frame 5/Frame 90/Liên hệ,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:9841,"SDK/Desk_SDK/Footer Desk/Frame 5/Frame 5/Frame 90/Frame 1410103937/Frame 34/96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội","96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội",Inter,400,14.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:10058,SDK/Desk_SDK/Footer Desk/Frame 1527/© Wiinvent 2026,© Wiinvent 2026,Manrope,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:8338;2531:10059;2445:2487,SDK/Desk_SDK/Footer Desk/Frame 1527/Back Button/Symbol,,Font Awesome 5 Free,900,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:9731;2445:2808;2445:2775,SDK/Tb_SDK/Frame 2147224760/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I3043:9731;2445:2811;2445:2775,SDK/Tb_SDK/Frame 2147224760/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I3043:9731;2445:2814;2445:2775,SDK/Tb_SDK/Frame 2147224760/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I3043:9731;2531:6542;2531:6497,SDK/Tb_SDK/Frame 2147224760/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:9731;3139:11700;3139:11623;107:1496,SDK/Tb_SDK/Frame 2147224760/Frame 2147224758/List (Left Item)/Left Content/Avatar/A,V,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:9731;3139:11700;3139:11619,SDK/Tb_SDK/Frame 2147224760/Frame 2147224758/List (Left Item)/Left Content/Title,Ngôn ngữ,Inter,600,14.0,#131927
🔵 UI_Phase 1,3043:9737,"SDK/Tb_SDK/Hero/Blog/Text/Frame 2147224778/SDK được xây dựng riêng, dành riêng cho nền tảng của bạn","SDK được xây dựng riêng, dành riêng cho nền tảng của bạn",Bai Jamjuree,600,48.0,#0095FF
🔵 UI_Phase 1,3043:9738,"SDK/Tb_SDK/Hero/Blog/Text/Frame 2147224778/Chúng tôi xây dựng bộ SDK riêng cho từng khách hàng để kết nối nền tảng của bạn với Ad Server. SDK được tuỳ chỉnh hoàn toàn theo nhu cầu, hỗ trợ phân phối quảng cáo, theo dõi và đo lường hiệu quả trên tất cả sản phẩm của bạn.","Chúng tôi  xây dựng bộ SDK riêng cho từng khách hàng để kết nối nền tảng của bạn với Ad Server. SDK được tuỳ chỉnh hoàn toàn theo nhu cầu, hỗ trợ phân  phối quảng cáo, theo dõi và đo lường hiệu quả trên tất cả sản phẩm của bạn.",Bai Jamjuree,600,24.0,#D2D5DB
🔵 UI_Phase 1,I3043:9740;36:691,SDK/Tb_SDK/Hero/Blog/Text/Frame 2147224768/Button/Text/Button,Tư vấn,Inter,600,18.0,#4E61F6
🔵 UI_Phase 1,3162:9727,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.init({,WiiAds.init({,JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9728,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/appId: ""YOUR_APP_ID"",","appId: ""YOUR_APP_ID"",",JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9729,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/adUnitId: ""YOUR_AD_UNIT_ID"",","adUnitId: ""YOUR_AD_UNIT_ID"",",JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9730,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/environment: ""production""","environment: ""production""",JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9731,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/});,});,JetBrains Mono,400,11.288070678710938,#E2E8F0
🔵 UI_Phase 1,3162:9733,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.loadAd(adUnitId);,WiiAds.loadAd(adUnitId);,JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9735,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.showAd(adUnitId, {","WiiAds.showAd(adUnitId, {",JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9736,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdShow: () => {},","onAdShow: () => {},",JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9737,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdClick: () => {},","onAdClick: () => {},",JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9738,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdClosed: () => {},onAdClosed: () => {},JetBrains Mono,400,11.288070678710938,#000000
🔵 UI_Phase 1,3162:9739,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/});,});,JetBrains Mono,400,11.288070678710938,#E2E8F0
🔵 UI_Phase 1,3162:9745,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/SDK_Floating_Badge/SDK,SDK,Instrument Sans,700,13.893009185791016,#FFFFFF
🔵 UI_Phase 1,3162:9756,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/WiiAds_Server_Card/Logo_Row/WIIADS,WIIADS,Instrument Sans,700,22.576141357421875,#000000
🔵 UI_Phase 1,3162:9757,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/WiiAds_Server_Card/AD SERVER,AD SERVER,Instrument Sans,700,10.419757843017578,#1E293B
🔵 UI_Phase 1,3162:9763,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_Web/Web,Web,Inter,600,9.508403778076172,#1E293B
🔵 UI_Phase 1,3162:9768,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_App/Android IOS,Android\nIOS,Inter,600,9.508403778076172,#1E293B
🔵 UI_Phase 1,3162:9773,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_Tv/Smart TV/TVbox,Smart TV/TVbox,Inter,600,9.508403778076172,#1E293B
🔵 UI_Phase 1,I3055:10149;2626:10320,SDK/Tb_SDK/Cover/Frame 1557/Frame 48095697/Frame 2147224784/Sample text,Được thiết kế riêng cho bạn,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10149;2626:10321,"SDK/Tb_SDK/Cover/Frame 1557/Frame 48095697/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .","Phát triển phù hợp với nền tảng, sản phẩm và trải nghiệm của khách hàng",Inter,400,14.0,#131927
🔵 UI_Phase 1,I3055:10150;2626:10320,SDK/Tb_SDK/Cover/Frame 1557/Frame 48095698/Frame 2147224784/Sample text,Tích hợp dễ dàng,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10150;2626:10321,"SDK/Tb_SDK/Cover/Frame 1557/Frame 48095698/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .",Dễ dàng tích hợp vào ứng dụng hoặc website với nỗ lực phát triển tối thiểu,Inter,400,14.0,#131927
🔵 UI_Phase 1,I3055:10151;2626:10320,SDK/Tb_SDK/Cover/Frame 1557/Frame 48095699/Frame 2147224784/Sample text,Đo lường chính xác,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10151;2626:10321,"SDK/Tb_SDK/Cover/Frame 1557/Frame 48095699/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .",Thu thập dữ liệu tin cậy và đầy đủ để tối ưu hiệu quả quảng cáo,Inter,400,14.0,#131927
🔵 UI_Phase 1,I3055:10152;2626:10320,SDK/Tb_SDK/Cover/Frame 1557/Frame 48095700/Frame 2147224784/Sample text,Bảo mật & ổn định,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10152;2626:10321,"SDK/Tb_SDK/Cover/Frame 1557/Frame 48095700/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .","Bảo mật cấp doanh nghiệp và hiệu năng ổn định, khả năng mở rộng theo quy mô",Inter,400,14.0,#131927
🔵 UI_Phase 1,I3043:9814;2531:9850,SDK/Tb_SDK/Footer Desk/Frame 2087326388/Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2531:9855;2445:2775,SDK/Tb_SDK/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2531:9856;2445:2775,SDK/Tb_SDK/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2531:9857;2445:2775,SDK/Tb_SDK/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2531:9858;2531:6497,SDK/Tb_SDK/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2675:12645,SDK/Tb_SDK/Footer Desk/Frame 2087326389/Frame 93/Liên hệ,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2675:12655,"SDK/Tb_SDK/Footer Desk/Frame 2087326389/Frame 93/Frame 1410103937/Frame 34/96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội","96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội",Inter,400,14.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2531:9873,SDK/Tb_SDK/Footer Desk/Frame 1527/© Wiinvent 2026,© Wiinvent 2026,Manrope,600,16.0,#FFFFFF
🔵 UI_Phase 1,I3043:9814;2531:10025;2445:2487,SDK/Tb_SDK/Footer Desk/Frame 1527/Back Button/Symbol,,Font Awesome 5 Free,900,16.0,#FFFFFF
🔵 UI_Phase 1,3055:10267,"SDK/Tb_SDK/Hero/Blog/Text/Frame 2147224778/SDK được xây dựng riêng, dành riêng cho nền tảng của bạn","SDK được xây dựng riêng, dành riêng cho nền tảng của bạn",Bai Jamjuree,600,32.0,#0095FF
🔵 UI_Phase 1,3055:10268,"SDK/Tb_SDK/Hero/Blog/Text/Frame 2147224778/Chúng tôi xây dựng bộ SDK riêng cho từng khách hàng để kết nối nền tảng của bạn với Ad Server. SDK được tuỳ chỉnh hoàn toàn theo nhu cầu, hỗ trợ phân phối quảng cáo, theo dõi và đo lường hiệu quả trên tất cả sản phẩm của bạn.","Chúng tôi  xây dựng bộ SDK riêng cho từng khách hàng để kết nối nền tảng của bạn với Ad Server. SDK được tuỳ chỉnh hoàn toàn theo nhu cầu, hỗ trợ phân  phối quảng cáo, theo dõi và đo lường hiệu quả trên tất cả sản phẩm của bạn.",Bai Jamjuree,600,14.0,#D2D5DB
🔵 UI_Phase 1,I3055:10270;36:706,SDK/Tb_SDK/Hero/Blog/Text/Frame 2147224768/Button/Text/Button,Tư vấn,Inter,600,12.0,#4E61F6
🔵 UI_Phase 1,3162:9803,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.init({,WiiAds.init({,JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9804,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/appId: ""YOUR_APP_ID"",","appId: ""YOUR_APP_ID"",",JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9805,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/adUnitId: ""YOUR_AD_UNIT_ID"",","adUnitId: ""YOUR_AD_UNIT_ID"",",JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9806,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/environment: ""production""","environment: ""production""",JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9807,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/});,});,JetBrains Mono,400,5.427637577056885,#E2E8F0
🔵 UI_Phase 1,3162:9809,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.loadAd(adUnitId);,WiiAds.loadAd(adUnitId);,JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9811,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/WiiAds.showAd(adUnitId, {","WiiAds.showAd(adUnitId, {",JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9812,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdShow: () => {},","onAdShow: () => {},",JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9813,"SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdClick: () => {},","onAdClick: () => {},",JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9814,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/onAdClosed: () => {},onAdClosed: () => {},JetBrains Mono,400,5.427637577056885,#000000
🔵 UI_Phase 1,3162:9815,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/code-editor-panel/code-block/});,});,JetBrains Mono,400,5.427637577056885,#E2E8F0
🔵 UI_Phase 1,3162:9821,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/SDK_Floating_Badge/SDK,SDK,Instrument Sans,700,6.680169105529785,#FFFFFF
🔵 UI_Phase 1,3162:9832,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/WiiAds_Server_Card/Logo_Row/WIIADS,WIIADS,Instrument Sans,700,10.85527515411377,#000000
🔵 UI_Phase 1,3162:9833,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/WiiAds_Server_Card/AD SERVER,AD SERVER,Instrument Sans,700,5.010127544403076,#1E293B
🔵 UI_Phase 1,3162:9839,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_Web/Web,Web,Inter,600,4.571921348571777,#1E293B
🔵 UI_Phase 1,3162:9844,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_App/Android IOS,Android\nIOS,Inter,600,4.571921348571777,#1E293B
🔵 UI_Phase 1,3162:9849,SDK/Tb_SDK/Section 4/wiiads-sdk-diagram/Img/Diagram/Platform_Cards_Row/Platform_Card_Tv/Smart TV/TVbox,Smart TV/TVbox,Inter,600,4.571921348571777,#1E293B
🔵 UI_Phase 1,I3055:10340;2626:10320,SDK/Tb_SDK/Cover/Frame 1557/Frame 48095697/Frame 2147224784/Sample text,Được thiết kế riêng cho bạn,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3055:10340;2626:10321,"SDK/Tb_SDK/Cover/Frame 1557/Frame 48095697/Frame 2147224784/Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor .","Phát triển phù hợp với nền tảng, sản phẩm và trải nghiệm của khách hàng",Inter,400,14.0,#131927
