page,node_id,node_name,path,trigger,action,destination_id,navigation,transition_type,duration_ms,easing,direction,variable_id,variable_expr
🔵 Design System,2769:6025,"Size=Giant, State=Choose","Button/Device Button/Size=Giant, State=Choose",(legacy),NAVIGATE,2769:6060,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6025,"Size=Giant, State=Choose","Button/Device Button/Size=Giant, State=Choose",ON_CLICK,NODE,2769:6060,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6030,Device Icon,"Button/Device Button/Size=Giant, State=Choose/Device Icon",(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6030,Device Icon,"Button/Device Button/Size=Giant, State=Choose/Device Icon",ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6026,"Size=Large, State=Choose","Button/Device Button/Size=Large, State=Choose",(legacy),NAVIGATE,2769:6061,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6026,"Size=Large, State=Choose","Button/Device Button/Size=Large, State=Choose",ON_CLICK,NODE,2769:6061,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6033,Device Icon,"Button/Device Button/Size=Large, State=Choose/Device Icon",(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6033,Device Icon,"Button/Device Button/Size=Large, State=Choose/Device Icon",ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6027,"Size=Medium, State=Choose","Button/Device Button/Size=Medium, State=Choose",(legacy),NAVIGATE,2769:6062,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6027,"Size=Medium, State=Choose","Button/Device Button/Size=Medium, State=Choose",ON_CLICK,NODE,2769:6062,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6036,Device Icon,"Button/Device Button/Size=Medium, State=Choose/Device Icon",(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6036,Device Icon,"Button/Device Button/Size=Medium, State=Choose/Device Icon",ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6028,"Size=Small, State=Choose","Button/Device Button/Size=Small, State=Choose",(legacy),NAVIGATE,2769:6063,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6028,"Size=Small, State=Choose","Button/Device Button/Size=Small, State=Choose",ON_CLICK,NODE,2769:6063,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6039,Device Icon,"Button/Device Button/Size=Small, State=Choose/Device Icon",(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6039,Device Icon,"Button/Device Button/Size=Small, State=Choose/Device Icon",ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6042,Device Icon,"Button/Device Button/Size=Tiny, State=Choose/Device Icon",(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6042,Device Icon,"Button/Device Button/Size=Tiny, State=Choose/Device Icon",ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6060,"Size=Giant, State=Default","Button/Device Button/Size=Giant, State=Default",(legacy),NAVIGATE,2769:6025,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6060,"Size=Giant, State=Default","Button/Device Button/Size=Giant, State=Default",ON_CLICK,NODE,2769:6025,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6045,Device Icon,"Button/Device Button/Size=Giant, State=Default/Device Icon",ON_CLICK,,,,,,,,,
🔵 Design System,2769:6061,"Size=Large, State=Default","Button/Device Button/Size=Large, State=Default",(legacy),NAVIGATE,2769:6026,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6061,"Size=Large, State=Default","Button/Device Button/Size=Large, State=Default",ON_CLICK,NODE,2769:6026,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6048,Device Icon,"Button/Device Button/Size=Large, State=Default/Device Icon",ON_CLICK,,,,,,,,,
🔵 Design System,2769:6062,"Size=Medium, State=Default","Button/Device Button/Size=Medium, State=Default",(legacy),NAVIGATE,2769:6027,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6062,"Size=Medium, State=Default","Button/Device Button/Size=Medium, State=Default",ON_CLICK,NODE,2769:6027,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6051,Device Icon,"Button/Device Button/Size=Medium, State=Default/Device Icon",ON_CLICK,,,,,,,,,
🔵 Design System,2769:6063,"Size=Small, State=Default","Button/Device Button/Size=Small, State=Default",(legacy),NAVIGATE,2769:6028,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6063,"Size=Small, State=Default","Button/Device Button/Size=Small, State=Default",ON_CLICK,NODE,2769:6028,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6054,Device Icon,"Button/Device Button/Size=Small, State=Default/Device Icon",ON_CLICK,,,,,,,,,
🔵 Design System,2769:6064,"Size=Tiny, State=Default","Button/Device Button/Size=Tiny, State=Default",(legacy),NAVIGATE,2769:6029,,,300.0,EASE_OUT,,,
🔵 Design System,2769:6064,"Size=Tiny, State=Default","Button/Device Button/Size=Tiny, State=Default",ON_HOVER,NODE,2769:6029,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:6057,Device Icon,"Button/Device Button/Size=Tiny, State=Default/Device Icon",ON_CLICK,,,,,,,,,
🔵 Design System,226:2783,Button,Action Sheet/Action Sheet/Content=Actions + Button/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,226:2783,Button,Action Sheet/Action Sheet/Content=Actions + Button/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,226:3119,Button,Action Sheet/Action Sheet/Content=Message + Actions + Button/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,226:3119,Button,Action Sheet/Action Sheet/Content=Message + Actions + Button/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I231:4381;226:3119,Button,Action Sheet/Action Sheet/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,I231:4381;226:3119,Button,Action Sheet/Action Sheet/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I231:4588;226:3119,Button,Action Sheet/Action Sheet/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,I231:4588;226:3119,Button,Action Sheet/Action Sheet/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I231:4313;226:2783,Button,Action Sheet/Action Sheet/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,I231:4313;226:2783,Button,Action Sheet/Action Sheet/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I231:4353;226:2783,Button,Action Sheet/Action Sheet/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,I231:4353;226:2783,Button,Action Sheet/Action Sheet/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,245:7473,Toggle,List/List (Right Item)/Right Item=Toggle/Right Item/Toggle,(legacy),NAVIGATE,81:1280,,,300.0,EASE_OUT,,,
🔵 Design System,245:7473,Toggle,List/List (Right Item)/Right Item=Toggle/Right Item/Toggle,ON_CLICK,NODE,81:1280,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4663;230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4815;230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:4866;230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4040;230:3926;245:7473,Toggle,List/List (5 Rows)/List/List (Right Item)/Right Item/Toggle,(legacy),NAVIGATE,81:1280,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4040;230:3926;245:7473,Toggle,List/List (5 Rows)/List/List (Right Item)/Right Item/Toggle,ON_CLICK,NODE,81:1280,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4062;230:3926;245:7473,Toggle,List/List (5 Rows)/List/List (Right Item)/Right Item/Toggle,(legacy),NAVIGATE,81:1280,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4062;230:3926;245:7473,Toggle,List/List (5 Rows)/List/List (Right Item)/Right Item/Toggle,ON_CLICK,NODE,81:1280,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5097;230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5146;230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I247:7887;230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4040,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4040,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4051,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4051,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4062,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4062,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4073,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4073,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4084,List,List/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I232:5200;230:4084,List,List/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,230:3931,Property 1=Default,List/List/Property 1=Default,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,230:3931,Property 1=Default,List/List/Property 1=Default,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,222:1511,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + V-Buttons/Buttons/Button",(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,222:1511,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + V-Buttons/Buttons/Button",ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,222:1524,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + V-Buttons/Buttons/Button",(legacy),NAVIGATE,36:771,,,300.0,EASE_OUT,,,
🔵 Design System,222:1524,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + V-Buttons/Buttons/Button",ON_HOVER,NODE,36:771,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,226:2218,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + Input + V-Buttons/Buttons/Button",(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,226:2218,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + Input + V-Buttons/Buttons/Button",ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,226:2219,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + Input + V-Buttons/Buttons/Button",(legacy),NAVIGATE,36:771,,,300.0,EASE_OUT,,,
🔵 Design System,226:2219,Button,"Pop-Up/Pop-Up/Button Layout=Vertical Buttons, Content=Text + Input + V-Buttons/Buttons/Button",ON_HOVER,NODE,36:771,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,224:1904,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + H-Buttons/Buttons/Button",(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,224:1904,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + H-Buttons/Buttons/Button",ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,224:1905,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + H-Buttons/Buttons/Button",(legacy),NAVIGATE,36:771,,,300.0,EASE_OUT,,,
🔵 Design System,224:1905,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + H-Buttons/Buttons/Button",ON_HOVER,NODE,36:771,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,226:2026,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + Input + H-Buttons/Buttons/Button",(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,226:2026,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + Input + H-Buttons/Buttons/Button",ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,226:2027,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + Input + H-Buttons/Buttons/Button",(legacy),NAVIGATE,36:771,,,300.0,EASE_OUT,,,
🔵 Design System,226:2027,Button,"Pop-Up/Pop-Up/Button Layout=Horizontal Buttons, Content=Text + Input + H-Buttons/Buttons/Button",ON_HOVER,NODE,36:771,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
